parameters
3.1378802275203572
-3.13277090609376
3.141599648858376
6.283259114309863
4.7101440826696015
2.7367754683153205
6.089421747141164
1.5663760388813552
1.5980627890164152
-4.595224033316589
3.380902925845869
-6.044020806214382
-3.516230499119416
6.1233641862285415
-5.554396646796412
-1.5029523758939973
2.15558750984446
-0.7846550189928719
4.80068761278468
-0.7719746501702186
4.293440517371299
-2.0226830044262116
-2.5870173266993644
5.799931238187449
-4.681428477263197
-3.1141396410224833
