bond_length,gs_energy
-0.1,-4.918993963123795
-0.05,-4.902146476165511
0.0,-4.886531055142229
0.05000000000000002,-4.871761571474755
0.1,-4.857352713231104
0.15,-4.8429601770241195
0.20000000000000004,-4.828971885057408
0.25,-4.817878654079295
0.30000000000000004,-4.8143172556609555
0.35,-4.817601925040393
