bond_length,gs_energy
-0.1,-1.8385125096363613
-0.05,-1.8265400526427762
0.0,-1.814434783834537
0.05000000000000002,-1.802243204644994
0.1,-1.7900068339108408
0.15,-1.777761349024939
0.20000000000000004,-1.7655368562704603
0.25,-1.7533585041715067
0.30000000000000004,-1.7412470902840291
0.35,-1.7292195490505793
