parameters
-1.575627540528605
0.1041577065833646
-6.830400136898415
1.5698868595288742
-2.107199918045224
-1.5610249902949904
1.5714456637810454
4.176426587155205
-3.025293989045277
-1.4918420160292534
3.2830195673060896
2.851058880990402
-3.0435189901588933
6.1579518060330685
-4.79283462120668
-5.58429090200226
2.0637831837347553
-2.6952574736868105
-3.111369007583978
-3.3193795562527497
-2.172333478522957
-3.6488108647550734
2.2836510353748003
3.647462459477839
4.6112632429390485
0.11698489195858035
